ad_id,platform,brand,ad_format,creative_theme,cta_type,audience_segment,language,budget_daily_inr,bid_strategy,ad_copy_length_words,has_price_mention,has_offer_mention,has_expert_mention,has_urgency_words,has_emoji_in_copy,video_duration_seconds,days_active,month_launched,is_own_brand,impressions,clicks,installs,spent_inr,ctr,cpi_inr,d0_removal_rate,d1_retention_rate,d7_retention_rate,purchase_within_7d_rate,onboarding_completion_rate,avg_session_duration_seconds,install_quality_score
AD0464,YouTube_Shorts,Mylo_LactoMama,Lead_Form,Problem_Solution,Install_Now,New_Mom_0_3m,Hinglish,5608.37,Lowest_Cost,30,0,0,0,0,0,0,19,Jul,1,212312,4246,682,13640.0,0.02,20.0,0.2508,0.2604,0.16,0.0604,0.5581,220.19,52.91
AD0465,Google_UAC,MamEarth,Video_30s,Emotional_Journey,Swipe_Up,Broad_Women_18_24,Malayalam,5878.75,Cost_Cap,9,0,0,0,0,0,30,3,Sep,0,629058,13699,2458,36870.0,0.0218,15.0,0.35,0.1576,0.0972,0.0429,0.6665,163.9,42.81
AD0466,Meta_Reels,Mylo_PregaPlus,Playable_Ad,Ingredient_Science,Install_Now,Pregnant_Tri3,Bengali,3028.99,Target_ROAS,26,0,0,0,0,1,38,51,Nov,1,223896,5494,1292,48462.37,0.0245,37.51,0.18,0.4032,0.2563,0.0769,0.9083,225.48,76.74
AD0467,Meta_Feed,Mylo_DiapersApp,Video_15s,Testimonial_Mom,Swipe_Up,New_Mom_3_6m,Hinglish,6584.57,Target_CPA,30,0,0,0,0,0,15,22,Jul,1,565478,7058,1697,46735.32,0.0125,27.54,0.1556,0.4777,0.2806,0.0768,0.7856,290.42,79.58
AD0468,Google_Display,Mylo_App,Lead_Form,Seasonal_Festival,Swipe_Up,Retargeting_Cart_Abandon,English,1297.33,Max_Conversions,27,0,0,0,0,1,0,21,Jul,1,1684,59,9,119.72,0.035,13.3,0.2758,0.2151,0.0948,0.0898,0.5578,226.61,49.06
AD0469,Meta_Reels,PharmEasy_Baby,Carousel,UGC_Repost,Watch_More,Broad_Women_35_44,Hindi,6328.31,Max_Value,13,0,0,0,0,1,0,3,Nov,0,371106,7341,1554,25541.97,0.0198,16.44,0.2085,0.3451,0.0875,0.0172,0.7418,229.22,65.41
AD0470,Meta_Feed,Mylo_Ovaluna,Video_15s,Product_Demo,Book_Free_Consult,Pregnant_Tri1,Tamil,836.53,Max_Conversions,9,0,0,0,0,1,15,25,Nov,1,14626,216,39,1012.03,0.0148,25.95,0.3119,0.3035,0.1921,0.0253,0.6727,212.88,62.3
AD0471,Meta_Feed,Healofy,Collection_Ad,Discount_Offer,Shop_Now,Pregnant_Tri2,English,5661.14,Max_Conversions,23,1,1,0,1,1,0,23,Oct,0,381487,9165,1819,36380.0,0.024,20.0,0.18,0.38,0.1935,0.0528,0.7,142.35,69.1
AD0472,Google_UAC,Mylo_Ovaluna,Video_30s,Doctor_Expert,Swipe_Up,Retargeting_App_Inactive,Telugu,872.65,Lowest_Cost,20,0,0,1,0,0,30,57,Apr,1,1474,35,7,126.0,0.0237,18.0,0.06,0.5011,0.36,0.16,0.8633,286.0,94.63
AD0473,Meta_Feed,MamEarth,Carousel,Doctor_Expert,Shop_Now,New_Mom_3_6m,English,1292.79,Target_CPA,23,0,0,1,0,0,0,4,Mar,0,265224,2512,627,25716.27,0.0095,41.01,0.1212,0.5,0.38,0.0909,0.8375,334.62,91.32
AD0474,Meta_Reels,PharmEasy_Baby,Video_15s,Testimonial_Mom,Install_Now,New_Mom_6_12m,Malayalam,3066.03,Cost_Cap,26,0,0,0,0,0,15,72,Dec,0,29405,305,60,1141.67,0.0104,19.03,0.2449,0.2697,0.1836,0.0451,0.8263,229.65,65.43
AD0475,Meta_Reels,Mylo_PregaPlus,Static_Image,Discount_Offer,Swipe_Up,New_Mom_0_3m,Kannada,3934.85,Target_CPA,11,1,1,0,1,1,0,12,Sep,1,11444,332,71,1420.0,0.029,20.0,0.18,0.3906,0.1748,0.0734,0.7211,147.56,70.38
AD0476,Meta_Reels,PharmEasy_Baby,Video_30s,Ingredient_Science,Sign_Up,Pregnant_Tri3,Malayalam,4661.66,Cost_Cap,27,0,0,0,0,1,30,11,Nov,0,17222,142,27,542.66,0.0082,20.1,0.1648,0.4289,0.2992,0.0927,0.7336,264.4,77.42
AD0477,Google_UAC,MamEarth,Video_30s,Emotional_Journey,Install_Now,Pregnant_Tri2,Tamil,6436.87,Target_CPA,30,0,0,0,0,0,30,69,Oct,0,78010,441,99,3332.17,0.0057,33.66,0.1119,0.3982,0.1835,0.0673,0.777,195.43,74.91
AD0478,YouTube_Shorts,Mylo_App,Video_15s,Celebrity_Endorsement,Install_Now,Toddler_Mom_1_2y,Hindi,2697.58,Max_Value,17,0,0,0,0,0,15,20,Nov,1,594816,11069,2108,44725.12,0.0186,21.22,0.2411,0.2362,0.184,0.0497,0.5948,254.86,61.18
AD0479,Google_Search,Mylo_PregaPlus,Video_30s,Problem_Solution,Swipe_Up,New_Mom_6_12m,Marathi,2633.28,Lowest_Cost,26,0,0,0,0,0,30,31,Dec,1,86938,1675,303,7512.44,0.0193,24.79,0.2851,0.2649,0.1278,0.0961,0.7007,202.79,61.71
AD0480,Google_Display,Mylo_App,Carousel,Testimonial_Mom,Book_Free_Consult,Pregnant_Tri1,Telugu,3756.86,Target_ROAS,11,0,0,0,0,1,0,24,Jan,1,35389,332,64,1493.14,0.0094,23.33,0.2034,0.3171,0.2402,0.0377,0.7558,219.45,69.18
AD0481,Google_Search,Healofy,Video_30s,Fear_Appeal,Get_Offer,Pregnant_Tri3,Hinglish,6012.87,Lowest_Cost,27,0,0,0,0,1,30,16,May,0,385236,10864,2576,96079.37,0.0282,37.3,0.0973,0.38,0.2361,0.0841,0.8419,183.09,77.3
AD0482,Google_Search,PharmEasy_Baby,Lead_Form,Myth_Busting,Install_Now,TTC,Hindi,5489.95,Target_CPA,22,0,0,0,0,1,0,24,Mar,0,61316,2388,466,13052.76,0.0389,28.01,0.1976,0.2311,0.16,0.1021,0.4988,237.28,53.56
AD0483,Meta_Stories,Mylo_DiapersApp,Video_60s,Fear_Appeal,Shop_Now,Pregnant_Tri3,Telugu,5841.69,Manual_CPC,11,0,0,0,0,1,60,3,Jun,1,64811,784,161,3220.0,0.0121,20.0,0.1212,0.424,0.2774,0.0778,0.7335,216.91,77.8
AD0484,Meta_Stories,Mylo_LactoMama,Carousel,Fear_Appeal,Swipe_Up,Broad_Women_25_34,Marathi,2264.62,Manual_CPC,10,0,0,0,0,0,0,16,Dec,1,1346154,403,78,1887.95,0.0003,24.2,0.2193,0.3487,0.2079,0.0497,0.7203,211.13,68.81
AD0485,Google_Display,MamEarth,Carousel,Testimonial_Mom,Install_Now,New_Mom_3_6m,Hindi,6822.42,Target_ROAS,16,0,0,0,0,1,0,22,Oct,0,511543,7465,1616,38100.66,0.0146,23.58,0.1395,0.4225,0.3083,0.0822,0.7955,300.41,78.88
AD0486,Meta_Reels,MamEarth,Lead_Form,Ingredient_Science,Swipe_Up,Broad_Women_18_24,Malayalam,6712.0,Manual_CPC,18,0,0,0,0,1,0,30,Dec,0,28176,587,73,655.06,0.0208,8.97,0.42,0.08,0.03,0.025,0.32,117.84,17.68
AD0487,Google_Search,HealthKart_Women,Video_15s,Fear_Appeal,Get_Offer,Lookalike_Purchasers,Hinglish,5108.01,Lowest_Cost,22,0,0,0,0,1,15,25,Aug,0,274832,5975,985,15529.4,0.0217,15.77,0.2511,0.3203,0.1362,0.0644,0.6645,144.63,62.78
AD0488,Google_Display,Mylo_Ovaluna,Carousel,Problem_Solution,Sign_Up,Broad_Women_25_34,English,1603.13,Lowest_Cost,9,0,0,0,0,1,0,62,Sep,1,62402,552,95,2255.86,0.0088,23.75,0.2291,0.2322,0.1063,0.0439,0.7521,216.76,61.33
AD0489,Meta_Reels,Healofy,Reels_Remix,Myth_Busting,Swipe_Up,Toddler_Mom_1_2y,English,791.62,Max_Value,13,0,0,0,0,0,15,22,Nov,0,556221,8709,1616,39539.53,0.0157,24.47,0.2768,0.2739,0.1218,0.016,0.6196,192.14,59.48
AD0490,Meta_Reels,Mylo_LactoMama,Video_60s,Comparison_Ad,Shop_Now,Broad_Women_25_34,Hinglish,4397.84,Lowest_Cost,20,0,0,0,0,1,60,22,Feb,1,138184,1396,224,2480.07,0.0101,11.07,0.3096,0.2692,0.1352,0.0337,0.7018,136.96,57.63
AD0491,Google_Search,Mylo_LactoMama,Carousel,Ingredient_Science,Install_Now,Broad_Women_25_34,Telugu,6504.78,Max_Conversions,15,0,0,0,0,0,0,30,Jan,1,29166,722,125,2192.93,0.0248,17.54,0.2425,0.2367,0.0969,0.0467,0.7203,216.47,60.44
AD0492,Meta_Feed,HealthKart_Women,Video_15s,Testimonial_Mom,Swipe_Up,Toddler_Mom_1_2y,Telugu,2788.74,Manual_CPC,20,0,0,0,0,0,15,30,Dec,0,55062,697,150,3144.3,0.0127,20.96,0.189,0.3642,0.213,0.0388,0.7044,276.89,70.17
AD0493,Meta_Feed,Mylo_LactoMama,Video_15s,Product_Demo,Watch_More,Pregnant_Tri2,English,3554.32,Lowest_Cost,11,0,0,0,0,1,15,64,Apr,1,27945,337,71,1561.42,0.0121,21.99,0.1219,0.3024,0.217,0.0798,0.7,215.22,70.81
AD0494,Meta_Reels,Mylo_DiapersApp,Static_Image,Product_Demo,Install_Now,Retargeting_App_Inactive,Malayalam,4103.45,Max_Conversions,22,0,0,0,0,1,0,11,Jun,1,4079,93,16,221.0,0.0228,13.81,0.25,0.3561,0.1866,0.1141,0.7578,244.23,69.31
AD0495,Meta_Stories,Mylo_Ovaluna,Video_30s,Discount_Offer,Shop_Now,TTC,English,5182.97,Cost_Cap,11,1,1,0,1,1,30,16,Jun,1,203480,4466,835,16700.0,0.0219,20.0,0.18,0.38,0.16,0.0498,0.7,162.02,69.84
AD0496,Meta_Feed,Healofy,Carousel,Emotional_Journey,Get_Offer,New_Mom_0_3m,Hinglish,3206.07,Cost_Cap,8,0,0,0,0,0,0,3,Jun,0,164936,1646,344,9034.18,0.01,26.26,0.18,0.38,0.2359,0.0703,0.8407,235.74,74.21
AD0497,Meta_Feed,Mylo_App,Video_30s,Discount_Offer,Install_Now,New_Mom_0_3m,Tamil,5371.39,Max_Conversions,9,1,1,0,0,1,30,62,Feb,1,72130,967,188,3760.0,0.0134,20.0,0.18,0.3432,0.1533,0.0593,0.7383,194.07,68.88
AD0498,Google_UAC,MamEarth,Reels_Remix,Before_After,Learn_More,Toddler_Mom_1_2y,Telugu,5760.87,Target_CPA,25,0,0,0,0,1,18,51,Feb,0,44893,414,85,1679.54,0.0092,19.76,0.3124,0.2851,0.1649,0.0362,0.7766,229.09,62.42
AD0499,Google_Search,MamEarth,Lead_Form,Product_Demo,Swipe_Up,Pregnant_Tri3,Marathi,5990.01,Manual_CPC,12,0,0,0,0,0,0,9,Sep,0,77451,3291,605,21024.46,0.0425,34.75,0.275,0.26,0.16,0.126,0.6,284.5,53.97
AD0500,Meta_Reels,PharmEasy_Baby,Static_Image,Myth_Busting,Shop_Now,New_Mom_6_12m,Hinglish,2079.24,Target_CPA,13,0,0,0,0,1,0,68,Dec,0,516265,9224,1793,37899.36,0.0179,21.14,0.2305,0.2288,0.0935,0.0155,0.5897,235.54,58.04
